count,site,yr,vegPeriod
0,site129,2003,222.42625
0,site129,2009,222.42625
0,site129,2005,222.42625
3,site129,2011,222.42625
0,site129,2012,222.42625
0,site129,2013,222.42625
1,site129,2015,222.42625
0,site129,2002,222.42625
0,site129,2007,222.42625
2,site129,2016,222.42625
0,site129,2017,222.42625
3,site129,2010,222.42625
0,site129,2008,222.42625
0,site129,2006,222.42625
0,site130,2016,214.85
3,site130,2011,214.85
0,site130,2003,214.85
3,site130,2009,214.85
1,site130,2013,214.85
1,site130,2014,214.85
2,site130,2004,214.85
2,site130,2017,214.85
3,site131,2011,219.5775
1,site131,2004,219.5775
0,site131,2010,219.5775
1,site131,1997,219.5775
3,site131,2013,219.5775
2,site131,2002,219.5775
1,site131,1999,219.5775
2,site131,2016,219.5775
1,site131,1998,219.5775
0,site131,2003,219.5775
2,site131,2017,219.5775
2,site131,2006,219.5775
2,site131,2008,219.5775
0,site131,2015,219.5775
2,site131,2014,219.5775
4,site132,2010,220.90625
1,site132,2012,220.90625
4,site132,2016,220.90625
0,site132,2005,220.90625
2,site132,2007,220.90625
4,site132,2017,220.90625
2,site132,2011,220.90625
4,site132,2006,220.90625
3,site132,2009,220.90625
4,site132,2015,220.90625
1,site132,2002,220.90625
5,site132,2014,220.90625
2,site132,2004,220.90625
5,site132,2013,220.90625
4,site132,2003,220.90625
1,site133,2006,220.88125
0,site133,2007,220.88125
0,site133,1999,220.88125
0,site133,2003,220.88125
1,site133,2015,220.88125
1,site133,2011,220.88125
3,site133,2013,220.88125
0,site133,2008,220.88125
1,site133,2012,220.88125
1,site133,2014,220.88125
1,site133,2009,220.88125
0,site133,2000,220.88125
1,site133,2010,220.88125
0,site133,2017,220.88125
0,site133,2002,220.88125
1,site133,2005,220.88125
1,site133,2004,220.88125
1,site134,2007,226.9
0,site134,2002,226.9
0,site134,2013,226.9
0,site134,2011,226.9
1,site134,2012,226.9
0,site134,2017,226.9
0,site134,1999,226.9
0,site134,2004,226.9
0,site134,2003,226.9
2,site134,2008,226.9
0,site134,2009,226.9
2,site134,2014,226.9
1,site134,2015,226.9
0,site134,2001,226.9
0,site134,2006,226.9
0,site134,2000,226.9
1,site134,2016,226.9
1,site134,2005,226.9
1,site134,2010,226.9
2,site135,2002,224.97875
2,site135,2003,224.97875
7,site135,2015,224.97875
0,site135,2000,224.97875
1,site135,1999,224.97875
2,site135,2007,224.97875
2,site135,2008,224.97875
3,site135,2006,224.97875
3,site135,1998,224.97875
2,site135,2013,224.97875
2,site135,2010,224.97875
1,site135,2012,224.97875
4,site135,2004,224.97875
4,site135,2011,224.97875
2,site135,2005,224.97875
4,site135,2016,224.97875
4,site135,2014,224.97875
3,site135,2017,224.97875
2,site135,2001,224.97875
2,site136,2015,224.49125
3,site136,2005,224.49125
4,site136,2006,224.49125
9,site136,2017,224.49125
3,site136,2004,224.49125
4,site136,2003,224.49125
2,site136,2002,224.49125
3,site136,2010,224.49125
2,site136,2007,224.49125
7,site136,2016,224.49125
2,site136,2014,224.49125
1,site136,2008,224.49125
4,site136,2012,224.49125
3,site136,2000,224.49125
3,site136,2013,224.49125
8,site137,2016,225.07
1,site137,2017,225.07
6,site137,2007,225.07
6,site137,2012,225.07
0,site137,2001,225.07
0,site137,2002,225.07
2,site137,2005,225.07
11,site137,2014,225.07
1,site137,2011,225.07
1,site137,2004,225.07
3,site137,2008,225.07
8,site137,2013,225.07
4,site137,2009,225.07
1,site137,2010,225.07
0,site137,2003,225.07
0,site137,2000,225.07
3,site137,2015,225.07
3,site137,2006,225.07
5,site138,2007,226.6525
3,site138,2009,226.6525
2,site138,2013,226.6525
1,site138,2015,226.6525
1,site138,2004,226.6525
2,site138,2017,226.6525
0,site138,2002,226.6525
1,site138,2016,226.6525
3,site138,2012,226.6525
1,site138,2006,226.6525
8,site138,2008,226.6525
2,site138,1999,226.6525
2,site138,2005,226.6525
1,site138,2010,226.6525
4,site138,2014,226.6525
9,site139,2004,231.87375
9,site139,2006,231.87375
14,site139,2008,231.87375
10,site139,2007,231.87375
1,site139,2003,231.87375
4,site139,2016,231.87375
3,site139,2014,231.87375
2,site139,2015,231.87375
6,site139,2002,231.87375
1,site139,2013,231.87375
5,site139,2017,231.87375
12,site139,2009,231.87375
3,site140,2017,230.75
3,site140,2004,230.75
4,site140,2010,230.75
6,site140,2016,230.75
1,site140,2001,230.75
1,site140,2002,230.75
2,site140,2011,230.75
3,site140,2006,230.75
2,site140,2007,230.75
4,site140,2003,230.75
2,site140,2009,230.75
1,site140,2008,230.75
5,site140,2013,230.75
5,site140,2000,230.75
7,site140,2015,230.75
3,site140,2005,230.75
3,site141,2006,253.43625
7,site141,2010,253.43625
7,site141,2011,253.43625
7,site141,2007,253.43625
5,site141,2017,253.43625
4,site141,2008,253.43625
5,site141,2004,253.43625
2,site141,2013,253.43625
5,site141,2003,253.43625
5,site141,2001,253.43625
5,site141,2014,253.43625
4,site141,2009,253.43625
4,site141,2000,253.43625
5,site141,2005,253.43625
3,site141,1999,253.43625
4,site141,2002,253.43625
4,site141,2012,253.43625
5,site141,2016,253.43625
4,site141,2015,253.43625
3,site142,2009,237.33875
1,site142,2008,237.33875
1,site142,2005,237.33875
3,site142,2006,237.33875
3,site142,2007,237.33875
0,site142,2015,237.33875
3,site142,2004,237.33875
0,site142,2017,237.33875
1,site142,2011,237.33875
0,site142,2016,237.33875
2,site142,2013,237.33875
3,site142,2010,237.33875
0,site142,2012,237.33875
0,site143,2014,217.2325
0,site143,2002,217.2325
1,site143,2017,217.2325
0,site143,2012,217.2325
1,site143,2005,217.2325
2,site143,1998,217.2325
2,site143,2010,217.2325
0,site143,1999,217.2325
0,site143,2003,217.2325
2,site143,2013,217.2325
0,site143,2006,217.2325
0,site143,2004,217.2325
2,site143,2009,217.2325
1,site143,2008,217.2325
1,site143,2007,217.2325
0,site143,2016,217.2325
2,site143,2015,217.2325
1,site143,2001,217.2325
2,site143,1996,217.2325
0,site143,2011,217.2325
0,site143,1997,217.2325
0,site143,2000,217.2325
2,site144,2005,208.76
3,site144,2012,208.76
0,site144,2002,208.76
0,site144,2009,208.76
3,site144,2017,208.76
1,site144,2003,208.76
1,site144,2015,208.76
1,site144,2000,208.76
0,site144,2014,208.76
5,site144,2016,208.76
6,site144,2013,208.76
0,site145,2007,211.89375
2,site145,2008,211.89375
0,site145,2003,211.89375
3,site145,2015,211.89375
2,site145,2010,211.89375
5,site145,2014,211.89375
1,site145,2017,211.89375
0,site145,2005,211.89375
1,site145,2016,211.89375
1,site145,2006,211.89375
0,site146,2002,211.715
0,site146,2006,211.715
2,site146,1997,211.715
2,site146,2011,211.715
0,site146,2012,211.715
1,site146,2016,211.715
2,site146,2007,211.715
0,site146,1998,211.715
1,site146,2010,211.715
0,site146,2000,211.715
0,site146,2009,211.715
1,site146,2017,211.715
1,site146,2001,211.715
0,site146,2008,211.715
0,site146,2014,211.715
1,site146,1999,211.715
1,site146,2005,211.715
3,site146,2013,211.715
0,site146,2003,211.715
1,site146,2004,211.715
1,site146,2015,211.715
0,site146,1996,211.715
2,site147,2007,218.80125
0,site147,2015,218.80125
0,site147,2009,218.80125
0,site147,2004,218.80125
0,site147,2010,218.80125
0,site147,2014,218.80125
0,site147,2003,218.80125
1,site147,2017,218.80125
0,site147,2002,218.80125
1,site147,2011,218.80125
0,site147,2016,218.80125
0,site147,2012,218.80125
0,site147,2013,218.80125
1,site148,2017,227.66
0,site148,2005,227.66
0,site148,2008,227.66
1,site148,2009,227.66
1,site148,2016,227.66
1,site148,2011,227.66
0,site148,2013,227.66
1,site148,2007,227.66
0,site148,2006,227.66
0,site148,2003,227.66
0,site148,2004,227.66
0,site148,2014,227.66
0,site148,2002,227.66
1,site148,2015,227.66
1,site148,2010,227.66
11,site149,2006,216.28
9,site149,2007,216.28
4,site149,2013,216.28
6,site149,2002,216.28
5,site149,2016,216.28
9,site149,2014,216.28
10,site149,2004,216.28
6,site149,2005,216.28
9,site149,2008,216.28
4,site149,2009,216.28
7,site149,2003,216.28
4,site149,2010,216.28
4,site150,2010,210.87875
6,site150,2012,210.87875
3,site150,2013,210.87875
3,site150,2009,210.87875
2,site150,2006,210.87875
3,site150,2008,210.87875
12,site150,2017,210.87875
3,site150,2011,210.87875
3,site150,2004,210.87875
8,site150,2016,210.87875
15,site150,2015,210.87875
5,site150,2014,210.87875
3,site150,2003,210.87875
2,site150,2007,210.87875
6,site151,2011,208.0375
2,site151,1998,208.0375
7,site151,1999,208.0375
6,site151,2006,208.0375
7,site151,2010,208.0375
12,site151,2008,208.0375
6,site151,2017,208.0375
3,site151,2015,208.0375
3,site151,2016,208.0375
3,site151,2000,208.0375
6,site151,2014,208.0375
7,site151,2013,208.0375
8,site151,2001,208.0375
11,site151,2007,208.0375
4,site151,2009,208.0375
2,site151,2002,208.0375
3,site151,2012,208.0375
1,site152,1998,211.70875
4,site152,2006,211.70875
3,site152,2017,211.70875
3,site152,2016,211.70875
5,site152,2008,211.70875
0,site152,2015,211.70875
1,site152,2009,211.70875
5,site152,2002,211.70875
0,site152,2004,211.70875
3,site152,2012,211.70875
1,site152,2003,211.70875
3,site152,2005,211.70875
4,site152,2007,211.70875
4,site152,2011,211.70875
0,site152,2010,211.70875
1,site152,2014,211.70875
1,site152,2013,211.70875
1,site153,2004,220.23
2,site153,2017,220.23
2,site153,2002,220.23
2,site153,2014,220.23
4,site153,2003,220.23
1,site153,2009,220.23
1,site153,2015,220.23
0,site153,2010,220.23
3,site153,2007,220.23
0,site153,2016,220.23
2,site153,2008,220.23
4,site153,2006,220.23
0,site153,2013,220.23
2,site153,2005,220.23
3,site153,2011,220.23
0,site153,2012,220.23
4,site154,2005,207.13
5,site154,2009,207.13
8,site154,2017,207.13
5,site154,2010,207.13
7,site154,2014,207.13
7,site154,2013,207.13
9,site154,2012,207.13
5,site154,2001,207.13
7,site154,2004,207.13
5,site154,2008,207.13
6,site154,2016,207.13
6,site154,2007,207.13
6,site154,2015,207.13
1,site154,2002,207.13
1,site154,2006,207.13
8,site154,2011,207.13
11,site154,2000,207.13
11,site155,2011,212.565
20,site155,2010,212.565
6,site155,2003,212.565
7,site155,2006,212.565
10,site155,2014,212.565
23,site155,2007,212.565
8,site155,1999,212.565
18,site155,1997,212.565
9,site155,2000,212.565
13,site155,2005,212.565
7,site155,2016,212.565
11,site155,2008,212.565
12,site155,2013,212.565
5,site155,1996,212.565
7,site155,2004,212.565
5,site155,2017,212.565
10,site155,2002,212.565
9,site155,2001,212.565
13,site155,2012,212.565
14,site155,2009,212.565
20,site155,1998,212.565
9,site156,2003,216.3
3,site156,1998,216.3
4,site156,2015,216.3
4,site156,2008,216.3
3,site156,2010,216.3
2,site156,2013,216.3
5,site156,2005,216.3
5,site156,2002,216.3
5,site156,2012,216.3
2,site156,2011,216.3
5,site156,2006,216.3
6,site156,2009,216.3
3,site156,2017,216.3
7,site156,2004,216.3
5,site156,2007,216.3
1,site156,2001,216.3
9,site157,2007,216.83375
12,site157,2004,216.83375
7,site157,2006,216.83375
5,site157,2003,216.83375
6,site157,2014,216.83375
7,site157,2002,216.83375
2,site157,2015,216.83375
1,site157,2016,216.83375
7,site157,2011,216.83375
4,site157,2013,216.83375
4,site157,2017,216.83375
6,site157,2005,216.83375
5,site157,2000,216.83375
2,site157,2012,216.83375
5,site157,2010,216.83375
7,site157,1999,216.83375
9,site157,2001,216.83375
7,site157,2009,216.83375
4,site157,1998,216.83375
4,site157,2008,216.83375
2,site158,2003,216.91
2,site158,2010,216.91
4,site158,2012,216.91
2,site158,2005,216.91
2,site158,2004,216.91
2,site158,2015,216.91
1,site158,2002,216.91
4,site158,2009,216.91
1,site158,2007,216.91
4,site158,2006,216.91
3,site158,2017,216.91
3,site158,2016,216.91
3,site158,2008,216.91
4,site159,1997,219.07875
1,site159,2007,219.07875
3,site159,1998,219.07875
0,site159,2001,219.07875
1,site159,2006,219.07875
2,site159,2010,219.07875
2,site159,2002,219.07875
0,site159,2008,219.07875
1,site159,1999,219.07875
2,site159,2000,219.07875
3,site159,2005,219.07875
1,site159,2003,219.07875
1,site159,2009,219.07875
1,site159,2011,219.07875
1,site159,2016,219.07875
1,site159,2015,219.07875
1,site159,2014,219.07875
1,site159,2012,219.07875
3,site159,2004,219.07875
3,site160,2009,221.1225
5,site160,2008,221.1225
7,site160,2014,221.1225
4,site160,2007,221.1225
2,site160,2005,221.1225
1,site160,2006,221.1225
4,site160,2017,221.1225
4,site160,2012,221.1225
4,site160,2015,221.1225
3,site160,2016,221.1225
5,site160,2013,221.1225
3,site160,2010,221.1225
3,site160,1998,221.1225
0,site161,2014,225
4,site161,2006,225
0,site161,2008,225
0,site161,2011,225
0,site161,2009,225
0,site161,2013,225
1,site161,2012,225
0,site161,2010,225
4,site161,2005,225
0,site162,2011,219.94
1,site162,2014,219.94
0,site162,2006,219.94
2,site162,2016,219.94
1,site162,2008,219.94
3,site162,2013,219.94
4,site162,2012,219.94
0,site162,2010,219.94
1,site162,2007,219.94
1,site162,2005,219.94
2,site162,2017,219.94
2,site162,2015,219.94
5,site162,2009,219.94
2,site162,2003,219.94
1,site163,2007,218.55
3,site163,2016,218.55
4,site163,2004,218.55
4,site163,2009,218.55
4,site163,2012,218.55
4,site163,2017,218.55
4,site163,2008,218.55
3,site163,2005,218.55
5,site163,2011,218.55
10,site163,2014,218.55
3,site163,2006,218.55
5,site163,2010,218.55
3,site163,2003,218.55
7,site163,2015,218.55
0,site164,2003,223.805
1,site164,2013,223.805
0,site164,2006,223.805
2,site164,2001,223.805
1,site164,2015,223.805
1,site164,2002,223.805
2,site164,2017,223.805
2,site164,2007,223.805
0,site164,2000,223.805
3,site164,2014,223.805
2,site164,2012,223.805
0,site164,2008,223.805
3,site164,2011,223.805
2,site164,2010,223.805
1,site164,2009,223.805
4,site164,2005,223.805
1,site164,2016,223.805
1,site164,2004,223.805
0,site165,2015,220.2075
0,site165,2017,220.2075
0,site165,2016,220.2075
0,site165,2013,220.2075
3,site165,2014,220.2075
0,site165,2005,220.2075
2,site165,2009,220.2075
2,site165,2011,220.2075
3,site165,2010,220.2075
0,site165,2012,220.2075
2,site166,2015,209.6925
1,site166,2017,209.6925
0,site166,1999,209.6925
0,site166,2001,209.6925
0,site166,2007,209.6925
0,site166,2009,209.6925
1,site166,2016,209.6925
0,site166,2013,209.6925
0,site166,2005,209.6925
9,site167,2009,199.67
1,site167,2017,199.67
2,site167,2015,199.67
4,site167,2011,199.67
3,site167,2013,199.67
2,site167,2005,199.67
0,site167,2016,199.67
3,site167,2014,199.67
3,site167,2012,199.67
1,site167,2003,199.67
0,site168,2017,207.45125
0,site168,2016,207.45125
1,site168,1999,207.45125
0,site168,2011,207.45125
0,site168,2010,207.45125
2,site168,2009,207.45125
0,site168,2001,207.45125
0,site168,2015,207.45125
1,site168,2014,207.45125
0,site168,2005,207.45125
3,site168,2008,207.45125
0,site169,2015,214.21125
1,site169,2011,214.21125
1,site169,2016,214.21125
0,site169,1999,214.21125
1,site169,2005,214.21125
3,site169,2017,214.21125
1,site169,2014,214.21125
0,site169,2007,214.21125
1,site169,2008,214.21125
0,site169,2009,214.21125
0,site169,2001,214.21125
2,site169,2013,214.21125
1,site170,2002,202.51
1,site170,2011,202.51
1,site170,2013,202.51
2,site170,2015,202.51
5,site170,2008,202.51
1,site170,2010,202.51
0,site170,2017,202.51
0,site170,2006,202.51
1,site170,2016,202.51
1,site170,2005,202.51
1,site170,2012,202.51
1,site170,2007,202.51
2,site171,2010,208.1675
8,site171,2012,208.1675
4,site171,2007,208.1675
6,site171,2005,208.1675
2,site171,2017,208.1675
5,site171,2013,208.1675
6,site171,1998,208.1675
5,site171,2016,208.1675
0,site171,2015,208.1675
2,site171,2014,208.1675
4,site171,2011,208.1675
6,site172,2008,210.19875
2,site172,2015,210.19875
5,site172,2012,210.19875
2,site172,2000,210.19875
5,site172,2014,210.19875
2,site172,2017,210.19875
6,site172,2009,210.19875
0,site172,2001,210.19875
4,site172,2007,210.19875
1,site172,2011,210.19875
2,site172,2013,210.19875
2,site172,1998,210.19875
2,site172,2002,210.19875
3,site172,2010,210.19875
0,site172,1999,210.19875
8,site172,2016,210.19875
3,site172,2006,210.19875
0,site173,2000,212.13
4,site173,2010,212.13
4,site173,2007,212.13
0,site173,1999,212.13
1,site173,2013,212.13
2,site173,2006,212.13
3,site173,2009,212.13
2,site173,2015,212.13
3,site173,2008,212.13
5,site173,2012,212.13
0,site173,2005,212.13
1,site173,2017,212.13
1,site173,2016,212.13
3,site173,2011,212.13
5,site173,2014,212.13
4,site174,2017,206.92375
5,site174,2009,206.92375
8,site174,2016,206.92375
6,site174,2011,206.92375
9,site174,2007,206.92375
12,site174,1999,206.92375
3,site174,2005,206.92375
10,site174,1997,206.92375
6,site174,2013,206.92375
11,site174,1998,206.92375
1,site175,2005,206.055
5,site175,2006,206.055
4,site175,2013,206.055
6,site175,2014,206.055
4,site175,2003,206.055
6,site175,2012,206.055
2,site175,1999,206.055
5,site175,2017,206.055
6,site175,2007,206.055
6,site175,2016,206.055
6,site175,2010,206.055
8,site175,2015,206.055
4,site175,2000,206.055
5,site175,2001,206.055
2,site175,2009,206.055
5,site175,2002,206.055
7,site175,2011,206.055
4,site176,2017,200.7
6,site176,2011,200.7
5,site176,2006,200.7
2,site176,2009,200.7
3,site176,2002,200.7
4,site176,2016,200.7
1,site176,1998,200.7
4,site176,2014,200.7
0,site176,2001,200.7
2,site176,2012,200.7
3,site176,2004,200.7
3,site176,2013,200.7
3,site176,1999,200.7
4,site176,2015,200.7
4,site176,2003,200.7
3,site176,2000,200.7
4,site177,2011,196.77375
4,site177,2000,196.77375
5,site177,2005,196.77375
1,site177,2015,196.77375
5,site177,2010,196.77375
2,site177,2004,196.77375
3,site177,1997,196.77375
1,site177,2003,196.77375
2,site177,1996,196.77375
0,site177,1999,196.77375
3,site177,2014,196.77375
2,site177,2001,196.77375
4,site177,2002,196.77375
6,site177,2007,196.77375
2,site177,2006,196.77375
5,site177,2008,196.77375
3,site177,2012,196.77375
5,site177,2009,196.77375
2,site177,2016,196.77375
3,site177,2013,196.77375
4,site177,2017,196.77375
3,site177,1998,196.77375
2,site178,2003,214.17375
0,site178,2002,214.17375
2,site178,2007,214.17375
2,site178,2009,214.17375
0,site178,1997,214.17375
1,site178,2012,214.17375
1,site178,2010,214.17375
1,site178,2014,214.17375
2,site178,2008,214.17375
3,site178,2017,214.17375
0,site178,2015,214.17375
1,site178,1996,214.17375
1,site178,2005,214.17375
2,site178,2011,214.17375
3,site178,2004,214.17375
1,site178,2006,214.17375
1,site178,2001,214.17375
1,site178,2013,214.17375
0,site178,2016,214.17375
4,site179,2015,215.64125
4,site179,2001,215.64125
8,site179,2010,215.64125
4,site179,2009,215.64125
1,site179,1999,215.64125
4,site179,2007,215.64125
3,site179,2008,215.64125
1,site179,2014,215.64125
7,site179,1998,215.64125
3,site179,2003,215.64125
6,site179,2004,215.64125
0,site179,2000,215.64125
4,site179,1996,215.64125
4,site179,2011,215.64125
4,site179,2017,215.64125
4,site179,2013,215.64125
4,site179,2006,215.64125
9,site179,1997,215.64125
3,site179,2016,215.64125
4,site179,2002,215.64125
3,site180,2013,207.045
1,site180,2005,207.045
2,site180,2017,207.045
3,site180,2004,207.045
1,site180,1999,207.045
1,site180,2003,207.045
5,site180,2015,207.045
3,site180,2016,207.045
2,site180,2014,207.045
3,site180,2011,207.045
3,site180,2010,207.045
5,site180,2000,207.045
2,site180,2007,207.045
2,site180,2001,207.045
1,site180,2002,207.045
3,site180,2012,207.045
1,site180,2006,207.045
3,site180,2008,207.045
4,site181,2007,211.57
3,site181,2008,211.57
4,site181,2002,211.57
3,site181,2010,211.57
3,site181,2011,211.57
2,site181,2012,211.57
2,site181,2016,211.57
4,site181,2006,211.57
5,site181,2004,211.57
1,site181,2017,211.57
3,site181,2009,211.57
10,site181,2003,211.57
4,site181,2013,211.57
3,site181,2005,211.57
0,site182,2010,213.46375
3,site182,2014,213.46375
3,site182,2013,213.46375
2,site182,2008,213.46375
0,site182,2011,213.46375
1,site182,2007,213.46375
1,site182,2005,213.46375
1,site182,2012,213.46375
1,site182,2009,213.46375
3,site182,2017,213.46375
2,site182,2003,213.46375
3,site183,2011,208.8525
4,site183,2003,208.8525
2,site183,2007,208.8525
2,site183,2010,208.8525
2,site183,2016,208.8525
1,site183,2014,208.8525
2,site183,2006,208.8525
2,site183,2004,208.8525
1,site183,2012,208.8525
2,site183,2008,208.8525
2,site183,2005,208.8525
3,site183,2009,208.8525
2,site183,2015,208.8525
7,site184,2014,215.16
2,site184,2009,215.16
10,site184,2013,215.16
2,site184,2016,215.16
4,site184,2007,215.16
3,site184,2015,215.16
4,site184,2012,215.16
6,site184,2008,215.16
5,site184,2011,215.16
6,site184,2017,215.16
1,site184,2003,215.16
0,site184,2010,215.16
0,site185,2016,215.37375
0,site185,2013,215.37375
1,site185,2011,215.37375
2,site185,2015,215.37375
2,site185,2017,215.37375
1,site185,2014,215.37375
0,site185,2003,215.37375
0,site185,2008,215.37375
0,site185,2007,215.37375
1,site185,2006,215.37375
0,site185,2010,215.37375
0,site185,2005,215.37375
0,site185,2009,215.37375
0,site185,2012,215.37375
1,site186,2003,209.01
3,site186,2012,209.01
4,site186,2007,209.01
0,site186,2011,209.01
5,site186,2009,209.01
3,site186,2013,209.01
3,site186,2006,209.01
1,site186,2005,209.01
3,site186,2008,209.01
2,site186,2014,209.01
2,site186,2015,209.01
2,site186,2004,209.01
4,site186,2017,209.01
2,site186,2010,209.01
3,site187,2008,215.12875
1,site187,2015,215.12875
2,site187,2000,215.12875
1,site187,2005,215.12875
4,site187,2016,215.12875
1,site187,2003,215.12875
3,site187,2014,215.12875
0,site187,2009,215.12875
2,site187,2013,215.12875
1,site187,1999,215.12875
1,site187,2001,215.12875
3,site187,2002,215.12875
4,site187,2010,215.12875
4,site187,2011,215.12875
2,site187,2012,215.12875
2,site187,2004,215.12875
3,site187,1998,215.12875
5,site187,2017,215.12875
2,site188,2016,215.60875
2,site188,2010,215.60875
2,site188,2015,215.60875
1,site188,2013,215.60875
2,site188,2017,215.60875
0,site188,2007,215.60875
1,site188,2012,215.60875
3,site188,2014,215.60875
0,site188,2011,215.60875
1,site188,2003,215.60875
2,site188,2008,215.60875
0,site188,2009,215.60875
0,site189,2014,217.75
1,site189,2007,217.75
1,site189,2010,217.75
0,site189,2008,217.75
0,site189,2009,217.75
0,site189,2013,217.75
1,site189,2017,217.75
1,site189,2015,217.75
0,site189,2003,217.75
0,site189,2005,217.75
1,site189,2016,217.75
0,site189,2004,217.75
0,site189,2012,217.75
0,site189,2006,217.75
0,site189,2002,217.75
0,site190,2005,217.02125
0,site190,2002,217.02125
1,site190,2012,217.02125
3,site190,2004,217.02125
0,site190,1996,217.02125
4,site190,2006,217.02125
5,site190,2013,217.02125
4,site190,2017,217.02125
2,site190,1997,217.02125
10,site190,2014,217.02125
4,site190,2000,217.02125
0,site190,2007,217.02125
0,site190,2009,217.02125
4,site190,1998,217.02125
4,site190,2016,217.02125
5,site190,2011,217.02125
0,site190,2008,217.02125
0,site190,2015,217.02125
2,site191,2001,214.19125
3,site191,2014,214.19125
1,site191,2017,214.19125
2,site191,2002,214.19125
0,site191,2016,214.19125
0,site191,2010,214.19125
1,site191,2007,214.19125
2,site191,2004,214.19125
1,site191,2008,214.19125
0,site191,2000,214.19125
3,site191,2013,214.19125
2,site191,2005,214.19125
1,site191,2003,214.19125
1,site191,2011,214.19125
0,site191,2006,214.19125
0,site191,2015,214.19125
2,site191,2009,214.19125
3,site191,2012,214.19125
0,site192,1999,217.61
1,site192,2013,217.61
1,site192,2017,217.61
2,site192,2012,217.61
2,site192,2011,217.61
0,site192,1997,217.61
0,site192,1998,217.61
0,site192,2000,217.61
1,site192,2009,217.61
0,site192,2008,217.61
3,site192,2003,217.61
0,site192,2001,217.61
0,site192,2016,217.61
4,site192,2014,217.61
1,site192,2007,217.61
0,site192,2006,217.61
1,site192,2005,217.61
1,site192,2004,217.61
0,site192,2010,217.61
0,site192,2002,217.61
2,site192,2015,217.61
0,site192,1996,217.61
1,site193,2012,220.3675
0,site193,2000,220.3675
1,site193,2013,220.3675
1,site193,2014,220.3675
0,site193,2001,220.3675
0,site193,2011,220.3675
1,site193,2015,220.3675
0,site193,2016,220.3675
2,site193,2009,220.3675
2,site193,2004,220.3675
0,site193,2002,220.3675
0,site193,2006,220.3675
2,site193,2017,220.3675
0,site193,2007,220.3675
3,site193,2003,220.3675
0,site193,2008,220.3675
0,site193,2010,220.3675
0,site193,2005,220.3675
0,site194,2016,216.26375
0,site194,2015,216.26375
0,site194,2013,216.26375
2,site194,2017,216.26375
1,site194,2003,216.26375
0,site194,2011,216.26375
0,site194,2009,216.26375
0,site194,2014,216.26375
1,site194,2005,216.26375
1,site194,2012,216.26375
0,site194,2010,216.26375
1,site195,2014,217.4275
0,site195,2008,217.4275
0,site195,2013,217.4275
0,site195,2004,217.4275
1,site195,2002,217.4275
0,site195,2003,217.4275
0,site195,2005,217.4275
1,site195,2017,217.4275
3,site195,2016,217.4275
0,site195,2012,217.4275
0,site195,2009,217.4275
0,site195,2010,217.4275
0,site195,2011,217.4275
2,site195,2015,217.4275
2,site196,2002,199.3
0,site196,2006,199.3
5,site196,2009,199.3
4,site196,2012,199.3
4,site196,2016,199.3
0,site196,2017,199.3
1,site196,2005,199.3
4,site196,2003,199.3
1,site196,2000,199.3
7,site196,2011,199.3
0,site196,1998,199.3
0,site196,2010,199.3
5,site196,2004,199.3
3,site196,2015,199.3
3,site196,2013,199.3
2,site197,2009,197.43125
0,site197,2017,197.43125
1,site197,2011,197.43125
0,site197,2013,197.43125
1,site197,2005,197.43125
1,site197,2015,197.43125
2,site197,2003,197.43125
3,site197,2016,197.43125
3,site198,2017,202.05
1,site198,2016,202.05
2,site198,2013,202.05
5,site198,2007,202.05
2,site198,2005,202.05
5,site198,2012,202.05
2,site198,2008,202.05
1,site198,2004,202.05
0,site199,2007,206.23
1,site199,2001,206.23
1,site199,2006,206.23
0,site199,2014,206.23
0,site199,2009,206.23
0,site199,2003,206.23
0,site199,1998,206.23
0,site199,2004,206.23
0,site199,2002,206.23
0,site199,2000,206.23
1,site199,2011,206.23
0,site199,2015,206.23
0,site199,1999,206.23
0,site199,2008,206.23
0,site199,2005,206.23
1,site199,2017,206.23
1,site200,2007,201.26375
0,site200,2008,201.26375
5,site200,2005,201.26375
0,site200,2017,201.26375
0,site200,2003,201.26375
0,site200,2009,201.26375
0,site200,2011,201.26375
2,site200,2014,201.26375
3,site201,2013,187.5975
4,site201,2012,187.5975
3,site201,2017,187.5975
5,site201,2007,187.5975
1,site201,1999,187.5975
5,site201,2010,187.5975
8,site201,2011,187.5975
2,site201,2009,187.5975
1,site201,2000,187.5975
0,site201,1998,187.5975
0,site201,2005,187.5975
1,site201,2001,187.5975
5,site202,2015,206.5375
3,site202,2014,206.5375
3,site202,2013,206.5375
11,site202,2009,206.5375
5,site202,2000,206.5375
6,site202,2010,206.5375
4,site202,2016,206.5375
2,site202,2004,206.5375
2,site202,2007,206.5375
3,site202,1999,206.5375
5,site202,2008,206.5375
5,site202,2011,206.5375
2,site202,2003,206.5375
4,site202,2001,206.5375
5,site202,2017,206.5375
7,site202,1998,206.5375
3,site203,2011,201.17
2,site203,2017,201.17
1,site203,2016,201.17
2,site203,2014,201.17
3,site203,2008,201.17
2,site203,2007,201.17
1,site203,2013,201.17
1,site203,2012,201.17
1,site203,2009,201.17
1,site203,2010,201.17
1,site203,2015,201.17
1,site203,2005,201.17
1,site203,2001,201.17
1,site203,1998,201.17
4,site204,2007,189.92625
5,site204,2000,189.92625
3,site204,2009,189.92625
1,site204,2015,189.92625
7,site204,2016,189.92625
